year,asylum region,origin region,refugees
1995,Southern Asia,Southern Europe,7
1995,Southern Asia,Western Africa,3
1995,Southern Asia,Northern Africa,102
1995,Southern Europe,Southern Africa,3
1995,Caribbean,Western Africa,1
1995,Caribbean,Southern Asia,1
1995,Western Asia,Eastern Europe,73
1995,Eastern Asia,Eastern Asia,1
1995,Central Asia,Southern Asia,9737
1995,Central Asia,Eastern Europe,6117
1995,Central Asia,Central Asia,39314
1995,Eastern Africa,Southern Africa,174
1995,South-eastern Asia,Southern Asia,380
1995,South-eastern Asia,Western Asia,130
1995,South-eastern Asia,Eastern Asia,64
1995,Western Africa,Western Asia,24
1995,Western Africa,Southern Africa,12
1995,Southern Asia,Eastern Europe,1
1995,Northern Africa,Eastern Europe,13
1995,Northern Africa,South America,1
1995,Northern Africa,Caribbean,1
1995,South-eastern Asia,Southern Europe,18
1995,South-eastern Asia,Middle Africa,5
1995,South-eastern Asia,Eastern Africa,179
1995,Southern Africa,South-eastern Asia,1
1995,Western Africa,Eastern Asia,2
1995,Western Europe,Melanesia,34
1995,Western Europe,Polynesia,3
1995,Western Europe,Northern America,2
1995,Australia and New Zealand,Southern Asia,164
1995,Australia and New Zealand,Southern Europe,135
1995,Australia and New Zealand,Eastern Asia,4
1995,Australia and New Zealand,Eastern Europe,83
1995,Australia and New Zealand,Eastern Africa,545
1995,Australia and New Zealand,Western Africa,7
1995,Australia and New Zealand,Central America,26
1995,Australia and New Zealand,Western Asia,859
1995,Australia and New Zealand,South-eastern Asia,1500
1995,Australia and New Zealand,Northern Africa,11
1995,South America,Northern Europe,9
1995,South-eastern Asia,Western Africa,3
1995,South-eastern Asia,Northern Africa,1
1995,Melanesia,South-eastern Asia,9600
1995,Western Africa,Southern Asia,10
1995,Melanesia,Melanesia,2000
1995,Central America,Southern Europe,1
1995,Eastern Africa,South-eastern Asia,3
1995,Northern Europe,Northern America,14
1995,Northern Europe,Western Europe,8
1995,Northern Europe,Northern Europe,151
1995,Southern Africa,Southern Asia,431
1995,Central Asia,Western Asia,303
1995,South America,Central Asia,1
1995,Central Asia,Eastern Asia,2
1995,Southern Africa,Eastern Asia,53
1995,Southern Africa,Western Africa,944
1995,Eastern Africa,Caribbean,4
1995,Eastern Africa,Southern Europe,13
1996,Southern Asia,Southern Asia,2856600
1996,Southern Asia,Western Asia,580404
1996,Southern Asia,Central Asia,18769
1996,Middle Africa,Eastern Africa,472494
1996,Middle Africa,Middle Africa,188635
1996,Middle Africa,Western Africa,507
1996,Southern Europe,Southern Europe,787156
1996,Southern Europe,Eastern Asia,176
1996,Southern Europe,Western Asia,5675
1996,Southern Europe,Southern Asia,2839
1996,Western Asia,Southern Asia,37855
1996,Western Asia,Western Asia,527408
1996,Western Asia,Northern Africa,519
1996,Western Asia,Eastern Africa,49534
1996,Australia and New Zealand,Southern Asia,5524
1996,Australia and New Zealand,Southern Europe,23246
1996,Australia and New Zealand,Western Asia,11138
1996,Australia and New Zealand,Western Europe,25
1996,Australia and New Zealand,Eastern Europe,4411
1996,Australia and New Zealand,South America,106
1996,Australia and New Zealand,Eastern Asia,551
1996,Australia and New Zealand,Middle Africa,27
1996,Australia and New Zealand,Eastern Africa,4978
1996,Australia and New Zealand,Central America,1157
1996,Australia and New Zealand,Caribbean,1
1996,Australia and New Zealand,Northern Africa,1473
1996,Australia and New Zealand,Northern Europe,19
1996,Australia and New Zealand,Melanesia,7
1996,Australia and New Zealand,Western Africa,26
1996,Australia and New Zealand,South-eastern Asia,14222
1996,Australia and New Zealand,Central Asia,83
1996,Australia and New Zealand,Polynesia,3
1996,Australia and New Zealand,Southern Africa,2
1996,Western Europe,Southern Europe,449394
1996,Western Asia,Central Asia,35682
1996,Eastern Africa,Middle Africa,243796
1996,Eastern Africa,Eastern Africa,1003299
1996,Western Europe,Southern Asia,43993
1996,Western Europe,Middle Africa,12586
1996,Western Europe,Western Asia,43685
1996,Western Europe,Eastern Africa,22410
1996,Western Europe,Eastern Europe,15396
1996,Western Europe,South America,3596
1996,Western Europe,Western Africa,5648
1996,Western Europe,South-eastern Asia,67988
1996,Western Europe,Northern Europe,412
1996,Western Africa,Eastern Africa,1339
1996,Western Africa,Middle Africa,5012
1996,Western Africa,Western Africa,1328167
1996,Southern Asia,South-eastern Asia,31023
1996,Southern Asia,Eastern Africa,1258
1996,Eastern Europe,Southern Asia,3833
1996,Eastern Europe,Middle Africa,363
1996,Eastern Europe,Southern Europe,5617
1996,Eastern Europe,Western Asia,86678
1996,Eastern Europe,Eastern Africa,3118
1996,Eastern Europe,Northern Africa,102
1996,Eastern Europe,Western Africa,63
1996,Eastern Europe,Northern Europe,2891
1996,Eastern Europe,Eastern Europe,8381
1996,Eastern Europe,Eastern Asia,2
1996,Eastern Europe,Central Asia,147564
1996,Caribbean,Caribbean,717
1996,Caribbean,Western Africa,2
1996,Central America,Central America,67281
1996,South America,South America,2209
1996,South America,Caribbean,985
1996,South America,Central America,178
1996,South America,Southern Asia,101
1996,South America,Eastern Europe,262
1996,South America,Southern Europe,182
1996,South America,Middle Africa,1367
1996,South America,Western Africa,221
1996,South America,Western Asia,109
1996,South America,Eastern Africa,31
1996,South America,Northern Africa,9
1996,South America,South-eastern Asia,57
1996,Southern Africa,Middle Africa,8869
1996,Southern Africa,Eastern Africa,4115
1996,Southern Africa,Northern Africa,2
1996,Middle Africa,Northern Africa,127455
1996,Northern America,Southern Asia,52746
1996,Northern America,Middle Africa,3425
1996,Northern America,Southern Europe,57680
1996,Northern America,South America,5712
1996,Northern America,Western Asia,38303
1996,Northern America,Australia and New Zealand,1
1996,Northern America,Western Europe,617
1996,Northern America,Eastern Africa,47047
1996,Northern America,Western Africa,8993
1996,Northern America,Eastern Europe,171833
1996,Northern America,Central America,14399
1996,Northern America,Caribbean,34715
1996,Northern America,Southern Africa,118
1996,Northern America,Eastern Asia,3738
1996,Northern America,Northern Europe,598
1996,Northern America,Northern Africa,9544
1996,Northern America,Melanesia,300
1996,Northern America,South-eastern Asia,209820
1996,Northern America,Central Asia,604
1996,Northern America,Northern America,134
1996,Western Europe,Northern Africa,1559
1996,Eastern Asia,Eastern Africa,49
1996,Eastern Asia,Southern Asia,14
1996,Eastern Asia,South-eastern Asia,296658
1996,Eastern Asia,Northern Africa,3
1996,Western Africa,South-eastern Asia,53
1996,Central America,South America,244
1996,Central America,Caribbean,779
1996,Caribbean,Eastern Africa,15
1996,Caribbean,South America,45
1996,Caribbean,Middle Africa,3
1996,Caribbean,Northern Africa,1595
1996,Caribbean,Central America,16
1996,Caribbean,Southern Africa,11
1996,Western Asia,Southern Europe,2022
1996,Eastern Europe,South-eastern Asia,103
1996,Eastern Africa,Northern Africa,333143
1996,Eastern Africa,Western Asia,36
1996,Northern Europe,Southern Asia,50794
1996,Northern Europe,Southern Europe,105498
1996,Northern Europe,South America,11698
1996,Northern Europe,Western Asia,58660
1996,Northern Europe,Eastern Africa,46540
1996,Northern Europe,Western Africa,1108
1996,Northern Europe,Eastern Europe,10816
1996,Northern Europe,Southern Africa,49
1996,Northern Europe,Eastern Asia,907
1996,Northern Europe,Middle Africa,877
1996,Northern Europe,Central America,1743
1996,Northern Europe,Caribbean,444
1996,Northern Europe,Northern Africa,2670
1996,Northern Europe,Central Asia,101
1996,Northern Europe,South-eastern Asia,4940
1996,Caribbean,Southern Asia,3
1996,Northern Africa,Northern Africa,167167
1996,Northern Africa,Western Africa,25314
1996,Northern Africa,Southern Asia,42
1996,Northern Africa,Western Asia,4189
1996,Northern Africa,Eastern Africa,386975
1996,Northern Africa,Southern Europe,84
1996,Northern Africa,Middle Africa,4414
1996,Southern Europe,Middle Africa,577
1996,Southern Europe,Eastern Africa,10794
1996,Southern Europe,Eastern Europe,810
1996,Southern Europe,South America,374
1996,Southern Europe,Western Africa,218
1996,Southern Europe,Caribbean,689
1996,Southern Europe,Northern Africa,466
1996,Southern Europe,Central America,5
1996,Southern Europe,Central Asia,6
1996,Southern Europe,South-eastern Asia,246
1996,Melanesia,Southern Asia,10
1996,Western Europe,Eastern Asia,2099
1996,Western Europe,Caribbean,2352
1996,Western Europe,Central America,92
1996,Western Europe,Central Asia,40
1996,Western Europe,Southern Africa,108
1996,Western Africa,Northern Africa,270
1996,Western Africa,Eastern Europe,7
1996,Central America,Middle Africa,12
1996,Central America,Western Africa,26
1996,Central America,Southern Asia,7
1996,Central America,Western Asia,3
1996,Central America,Eastern Africa,2
1996,Central America,Southern Africa,1
1996,Eastern Asia,Western Africa,4
1996,South-eastern Asia,Northern Africa,4
1996,South-eastern Asia,Southern Asia,370
1996,South-eastern Asia,South-eastern Asia,147589
1996,South-eastern Asia,Western Asia,139
1996,South-eastern Asia,Eastern Africa,204
1996,Southern Asia,Eastern Asia,118005
1996,Southern Asia,Western Africa,6
1996,Southern Asia,Northern Africa,85
1996,Southern Asia,Southern Europe,6
1996,Southern Europe,Southern Africa,3
1996,Western Asia,Eastern Europe,153
1996,Eastern Asia,Eastern Asia,1
1996,Central Asia,Southern Asia,10713
1996,Central Asia,Eastern Europe,6173
1996,Central Asia,Central Asia,34619
1996,Eastern Africa,Southern Africa,44
1996,Central Asia,Western Asia,341
1996,South-eastern Asia,Eastern Asia,61
1996,Western Africa,Western Asia,21
1996,Western Africa,Southern Africa,8
1996,Northern Africa,Eastern Europe,9
1996,Northern Africa,South America,1
1996,Northern Africa,Caribbean,1
1996,South-eastern Asia,Southern Europe,23
1996,South-eastern Asia,Middle Africa,2
1996,Southern Africa,Western Africa,2587
1996,Southern Africa,South-eastern Asia,1
1996,Western Africa,Eastern Asia,2
1996,Western Africa,Southern Asia,14
1996,Western Europe,Western Europe,1
1996,Western Europe,Melanesia,40
1996,Western Europe,Polynesia,3
1996,Western Europe,Northern America,2
1996,Central America,Southern Europe,7
1996,Central America,Eastern Europe,12
1996,Central America,South-eastern Asia,4
1996,South America,Northern Europe,9
1996,South-eastern Asia,Western Africa,2
1996,Melanesia,South-eastern Asia,10175
1996,Eastern Europe,Caribbean,2
1996,Eastern Africa,Western Africa,163
1996,Melanesia,Melanesia,2000
1996,Northern Europe,Northern America,15
1996,Northern Europe,Western Europe,8
1996,Northern Europe,Northern Europe,154
1996,Southern Africa,Southern Asia,2363
1996,Central Asia,Middle Africa,1
1996,Central Asia,Eastern Africa,2
1996,Central Asia,Eastern Asia,4
1996,Southern Africa,Eastern Asia,469
1996,Eastern Africa,Southern Europe,20
1997,Southern Asia,Southern Asia,2845433
1997,Southern Asia,Western Asia,572009
1997,Middle Africa,Eastern Africa,131779
1997,Middle Africa,Middle Africa,187383
1997,Middle Africa,Western Africa,435
1997,Southern Europe,Western Asia,5123
1997,Southern Europe,Southern Europe,710372
1997,Western Asia,Southern Asia,30912
1997,Western Asia,Eastern Africa,43151
1997,Western Asia,Western Asia,506077
1997,Western Asia,Northern Africa,712
1997,Australia and New Zealand,Southern Asia,6485
1997,Australia and New Zealand,Middle Africa,22
1997,Australia and New Zealand,Southern Europe,24851
1997,Australia and New Zealand,Western Asia,10594
1997,Australia and New Zealand,Western Europe,47
1997,Australia and New Zealand,Eastern Europe,3069
1997,Australia and New Zealand,South America,147
1997,Australia and New Zealand,Eastern Asia,634
1997,Australia and New Zealand,Eastern Africa,5119
1997,Australia and New Zealand,Caribbean,1
1997,Australia and New Zealand,Northern Africa,1985
1997,Australia and New Zealand,Northern Europe,19
1997,Australia and New Zealand,Melanesia,9
1997,Australia and New Zealand,Western Africa,51
1997,Australia and New Zealand,Central America,713
1997,Australia and New Zealand,South-eastern Asia,12338
1997,Australia and New Zealand,Central Asia,64
1997,Australia and New Zealand,Polynesia,4
1997,Australia and New Zealand,Southern Africa,2
1997,Western Europe,Southern Europe,373675
1997,Western Asia,Central Asia,35702
1997,Eastern Africa,Middle Africa,296421
1997,Eastern Africa,Eastern Africa,1011289
1997,Western Europe,Southern Asia,59889
1997,Western Europe,Middle Africa,14799
1997,Western Europe,Western Asia,50825
1997,Western Europe,Eastern Africa,27660
1997,Western Europe,Eastern Europe,14434
1997,Western Europe,South America,3096
1997,Western Europe,Western Africa,6036
1997,Western Europe,South-eastern Asia,64126
1997,Western Europe,Northern Europe,433
1997,Western Africa,Eastern Africa,1713
1997,Western Africa,Western Africa,933610
1997,Western Africa,Middle Africa,3854
1997,Western Africa,Northern Africa,176
1997,Western Africa,Southern Asia,66
1997,Western Africa,South-eastern Asia,101
1997,Southern Asia,South-eastern Asia,21975
1997,Southern Asia,Eastern Africa,1147
1997,Eastern Europe,Southern Asia,4292
1997,Eastern Europe,Southern Europe,3874
1997,Eastern Europe,Middle Africa,500
1997,Eastern Europe,Northern Africa,81
1997,Eastern Europe,Eastern Africa,3625
1997,Eastern Europe,Western Asia,83334
1997,Eastern Europe,Western Africa,90
1997,Caribbean,Caribbean,719
1997,Caribbean,Western Africa,8
1997,Central America,Central America,64190
1997,South America,Eastern Europe,186
1997,South America,South America,853
1997,South America,Caribbean,745
1997,South America,Southern Asia,154
1997,South America,Middle Africa,1449
1997,South America,Northern Africa,18
1997,South America,Western Africa,325
1997,South America,Southern Europe,293
1997,South America,Western Asia,131
1997,South America,Eastern Africa,40
1997,South America,South-eastern Asia,58
1997,Southern Africa,Middle Africa,5197
1997,Southern Africa,Eastern Africa,4886
1997,Southern Africa,South-eastern Asia,2
1997,Southern Africa,Western Africa,27
1997,Southern Africa,Northern Africa,4
1997,Southern Africa,Southern Europe,1
1997,Middle Africa,Northern Africa,94060
1997,Northern America,Southern Asia,50748
1997,Northern America,Middle Africa,3919
1997,Northern America,Southern Europe,83754
1997,Northern America,South America,5700
1997,Northern America,Western Asia,43087
1997,Northern America,Caribbean,34771
1997,Northern America,Australia and New Zealand,2
1997,Northern America,Western Europe,645
1997,Northern America,Eastern Africa,45830
1997,Northern America,Western Africa,10258
1997,Northern America,Eastern Europe,196475
1997,Northern America,Southern Africa,91
1997,Northern America,Eastern Asia,4607
1997,Northern America,Central America,12489
1997,Northern America,Northern Europe,675
1997,Northern America,Northern Africa,10951
1997,Northern America,Melanesia,319
1997,Northern America,South-eastern Asia,164503
1997,Northern America,Central Asia,927
1997,Northern America,Northern America,64
1997,Western Europe,Northern Africa,2640
1997,Eastern Asia,Eastern Africa,55
1997,Eastern Asia,Southern Asia,22
1997,Eastern Asia,South-eastern Asia,297505
1997,Eastern Asia,Northern Africa,3
1997,Western Africa,Western Asia,38
1997,South America,Eastern Asia,6
1997,South America,Central America,143
1997,Central America,Caribbean,882
1997,Caribbean,Southern Asia,9
1997,Caribbean,Eastern Africa,14
1997,Caribbean,South America,16
1997,Caribbean,Middle Africa,1
1997,Caribbean,Northern Africa,1229
1997,Caribbean,Central America,12
1997,Caribbean,Southern Africa,3
1997,Western Asia,Southern Europe,988
1997,Eastern Europe,Eastern Europe,7874
1997,Eastern Europe,Caribbean,34
1997,Eastern Europe,South-eastern Asia,156
1997,Eastern Africa,Western Asia,71
1997,Eastern Africa,Western Africa,83
1997,Eastern Africa,Northern Africa,254823
1997,Northern Europe,Southern Asia,47483
1997,Northern Europe,Middle Africa,1130
1997,Northern Europe,Southern Europe,129536
1997,Northern Europe,Western Asia,62260
1997,Northern Europe,Eastern Africa,51802
1997,Northern Europe,Western Africa,1376
1997,Northern Europe,Eastern Europe,9266
1997,Northern Europe,Southern Africa,58
1997,Northern Europe,South America,10424
1997,Northern Europe,Eastern Asia,1015
1997,Northern Europe,Central America,1623
1997,Northern Europe,Caribbean,459
1997,Northern Europe,Northern Africa,3102
1997,Northern Europe,Northern Europe,155
1997,Northern Europe,Central Asia,116
1997,Northern Europe,South-eastern Asia,4723
1997,Caribbean,Eastern Europe,3
1997,Northern Africa,Southern Europe,99
1997,Northern Africa,Middle Africa,5440
1997,Northern Africa,Northern Africa,166697
1997,Northern Africa,Western Africa,5820
1997,Northern Africa,Eastern Europe,8
1997,Northern Africa,Eastern Africa,365823
1997,Northern Africa,Western Asia,6836
1997,Northern Africa,Southern Asia,60
1997,Southern Europe,Southern Asia,2460
1997,Southern Europe,Middle Africa,655
1997,Southern Europe,Eastern Africa,11495
1997,Southern Europe,Eastern Europe,580
1997,Southern Europe,South America,390
1997,Southern Europe,Eastern Asia,27
1997,Southern Europe,Western Africa,241
1997,Southern Europe,Caribbean,756
1997,Southern Europe,Northern Africa,529
1997,Southern Europe,Central America,6
1997,Southern Europe,Central Asia,10
1997,Southern Europe,South-eastern Asia,213
1997,Eastern Africa,Southern Asia,10
1997,Eastern Africa,Eastern Europe,1
1997,Eastern Africa,Southern Africa,44
1997,Western Europe,Eastern Asia,2493
1997,Western Europe,Caribbean,2144
1997,Western Europe,Central America,75
1997,Western Europe,Southern Africa,75
1997,Middle Africa,South-eastern Asia,4
1997,Western Asia,Western Africa,2
1997,Western Asia,Eastern Europe,74
1997,Western Africa,Eastern Europe,8
1997,Central America,Middle Africa,14
1997,Central America,South America,200
1997,Central America,Western Africa,36
1997,Central America,Western Asia,16
1997,Central America,Eastern Africa,4
1997,Central America,Southern Africa,1
1997,Eastern Asia,Middle Africa,3
1997,South-eastern Asia,Eastern Africa,187
1997,South-eastern Asia,Southern Asia,386
1997,South-eastern Asia,Western Asia,137
1997,South-eastern Asia,South-eastern Asia,188975
1997,Southern Asia,Eastern Asia,118479
1997,Southern Asia,Western Africa,6
1997,Southern Asia,Northern Africa,96
1997,Southern Asia,Southern Europe,2
1997,Southern Europe,Southern Africa,2
1997,Eastern Asia,Eastern Asia,1
1997,Eastern Asia,Western Asia,1
1997,Central Asia,Southern Asia,12541
1997,Central Asia,Western Asia,380
1997,Central Asia,Eastern Asia,28
1997,Central Asia,South-eastern Asia,3
1997,Central Asia,Eastern Europe,591
1997,Central Asia,Eastern Africa,7
1997,Central Asia,Western Africa,4
1997,Central Asia,Central Asia,25571
1997,South-eastern Asia,Eastern Asia,64
1997,Northern Africa,Southern Africa,1
1997,Northern Africa,South America,1
1997,Northern Africa,Caribbean,1
1997,Central America,Southern Asia,31
1997,Central America,Southern Europe,9
1997,Central America,Eastern Asia,1
1997,Central America,Northern Africa,2
1997,Central America,Eastern Europe,16
1997,Eastern Africa,Caribbean,5
1997,South-eastern Asia,Southern Europe,4
1997,South-eastern Asia,Middle Africa,10
1997,South-eastern Asia,Western Africa,3
1997,South-eastern Asia,Northern Africa,1
1997,Western Africa,Southern Africa,9
1997,Western Europe,Western Europe,2
1997,Western Europe,Central Asia,51
1997,Western Europe,Melanesia,40
1997,Western Europe,Polynesia,3
1997,Western Europe,Northern America,6
1997,Central America,South-eastern Asia,4
1997,South America,Northern Europe,13
1997,Melanesia,South-eastern Asia,8198
1997,Eastern Europe,Central Asia,142781
1997,Eastern Europe,Northern Europe,2698
1997,Melanesia,Melanesia,800
1997,Northern Europe,Northern America,16
1997,Northern Europe,Western Europe,8
1997,Southern Africa,Western Asia,6
1997,Southern Africa,Southern Asia,8
1997,Middle Africa,Southern Asia,3
1997,Western Asia,Middle Africa,7
1997,Central Asia,Middle Africa,1
1997,Central Asia,Northern Africa,1
1997,Eastern Africa,South-eastern Asia,1
1997,Eastern Africa,Southern Europe,19
1998,Middle Africa,Eastern Africa,65071
1998,Middle Africa,Middle Africa,238229
1998,Middle Africa,Western Africa,428
1998,Southern Europe,Southern Asia,1100
1998,Southern Europe,Western Asia,4509
1998,Southern Europe,Southern Europe,600989
1998,Western Asia,Northern Africa,981
1998,Western Asia,Eastern Africa,63434
1998,Western Asia,Southern Asia,30649
1998,Western Asia,Western Asia,605908
1998,South America,Middle Africa,1468
1998,South America,Southern Europe,270
1998,South America,Western Asia,188
1998,South America,Southern Asia,250
1998,South America,Eastern Europe,211
1998,South America,South America,1189
1998,South America,Caribbean,639
1998,South America,Northern Africa,62
1998,South America,Eastern Africa,53
1998,South America,Western Africa,450
1998,South America,Central Asia,81
1998,South America,South-eastern Asia,1423
1998,South America,Northern Europe,14
1998,South America,Central America,125
1998,Australia and New Zealand,Southern Asia,7796
1998,Australia and New Zealand,Middle Africa,24
1998,Australia and New Zealand,Southern Europe,27944
1998,Australia and New Zealand,Western Asia,12184
1998,Australia and New Zealand,Western Europe,51
1998,Australia and New Zealand,Eastern Africa,5787
1998,Australia and New Zealand,Eastern Europe,2293
1998,Australia and New Zealand,South America,464
1998,Australia and New Zealand,Eastern Asia,712
1998,Australia and New Zealand,Caribbean,1
1998,Australia and New Zealand,Northern Africa,2551
1998,Australia and New Zealand,Northern Europe,12
1998,Australia and New Zealand,Melanesia,23
1998,Australia and New Zealand,Western Africa,71
1998,Australia and New Zealand,Central America,556
1998,Australia and New Zealand,South-eastern Asia,9617
1998,Australia and New Zealand,Central Asia,24
1998,Australia and New Zealand,Polynesia,3
1998,Australia and New Zealand,Southern Africa,2
1998,Western Europe,Southern Asia,53934
1998,Western Europe,Middle Africa,12955
1998,Western Europe,Southern Europe,218729
1998,Western Europe,Western Asia,55215
1998,Western Europe,Eastern Africa,25850
1998,Western Europe,Eastern Europe,12498
1998,Western Europe,South America,2222
1998,Western Europe,Eastern Asia,3782
1998,Western Europe,Western Africa,6848
1998,Western Europe,Caribbean,1932
1998,Western Europe,Northern Africa,4289
1998,Western Europe,South-eastern Asia,57380
1998,Western Europe,Central Asia,139
1998,Western Asia,Central Asia,33233
1998,Eastern Africa,Middle Africa,281793
1998,Eastern Africa,Western Africa,86
1998,Eastern Africa,Eastern Africa,921301
1998,Western Europe,Central America,82
1998,Western Europe,Northern Europe,140
1998,Western Europe,Southern Africa,75
1998,Western Africa,Eastern Africa,2097
1998,Western Africa,Western Africa,863936
1998,Western Africa,Middle Africa,4568
1998,Western Africa,Northern Africa,271
1998,Western Africa,Southern Asia,62
1998,Western Africa,South-eastern Asia,107
1998,Southern Asia,Southern Asia,2793542
1998,Southern Asia,Eastern Asia,118440
1998,Southern Asia,South-eastern Asia,22777
1998,Southern Asia,Western Africa,11
1998,Southern Asia,Eastern Africa,1186
1998,Eastern Europe,Southern Asia,5393
1998,Eastern Europe,Middle Africa,595
1998,Eastern Europe,Northern Africa,160
1998,Eastern Europe,Eastern Africa,1228
1998,Eastern Europe,Western Asia,55111
1998,Eastern Europe,Western Africa,160
1998,Eastern Europe,Southern Europe,1121
1998,Caribbean,Caribbean,713
1998,Caribbean,Western Africa,12
1998,Central America,Central America,54826
1998,South America,Southern Africa,3
1998,Southern Africa,Middle Africa,6444
1998,Southern Africa,Eastern Africa,5461
1998,Southern Africa,Southern Africa,1894
1998,Southern Africa,Northern Africa,2
1998,Southern Africa,Western Africa,31
1998,Middle Africa,Northern Africa,73781
1998,Northern America,Southern Asia,51824
1998,Northern America,Middle Africa,5199
1998,Northern America,Southern Europe,116308
1998,Northern America,South America,5787
1998,Northern America,Western Asia,38425
1998,Northern America,Caribbean,31757
1998,Northern America,Western Europe,870
1998,Northern America,Eastern Africa,43751
1998,Northern America,Western Africa,13285
1998,Northern America,Eastern Europe,171234
1998,Northern America,Northern America,42
1998,Northern America,Southern Africa,94
1998,Northern America,Eastern Asia,6602
1998,Northern America,Central America,12049
1998,Northern America,Northern Europe,656
1998,Northern America,Northern Africa,14152
1998,Northern America,Melanesia,280
1998,Northern America,South-eastern Asia,123724
1998,Northern America,Central Asia,1259
1998,Western Europe,Western Europe,31
1998,Western Europe,Northern America,7
1998,Eastern Asia,Southern Asia,28
1998,Eastern Asia,Eastern Africa,64
1998,Eastern Asia,Middle Africa,3
1998,Eastern Asia,Western Asia,5
1998,Eastern Asia,Northern Africa,2
1998,Eastern Asia,South-eastern Asia,297749
1998,Western Africa,Western Asia,31
1998,South America,Eastern Asia,5
1998,Central America,Caribbean,903
1998,Caribbean,Southern Asia,7
1998,Caribbean,Eastern Africa,17
1998,Caribbean,South America,16
1998,Caribbean,Middle Africa,1
1998,Caribbean,Northern Africa,1016
1998,Caribbean,Central America,9
1998,Caribbean,Southern Africa,2
1998,Caribbean,Western Asia,1
1998,Western Asia,Southern Europe,709
1998,Western Asia,Western Africa,36
1998,Eastern Europe,Eastern Europe,4561
1998,Eastern Europe,Caribbean,34
1998,Eastern Europe,South-eastern Asia,171
1998,Eastern Africa,Western Asia,72
1998,Eastern Africa,Northern Africa,296913
1998,Northern Europe,Southern Asia,45448
1998,Northern Europe,Middle Africa,1906
1998,Northern Europe,Southern Europe,138169
1998,Northern Europe,Western Asia,67121
1998,Northern Europe,Eastern Africa,57316
1998,Northern Europe,Western Africa,1816
1998,Northern Europe,Eastern Europe,7724
1998,Northern Europe,South America,9056
1998,Northern Europe,Eastern Asia,1103
1998,Northern Europe,Central America,1333
1998,Northern Europe,Caribbean,562
1998,Northern Europe,Northern Africa,3731
1998,Northern Europe,Northern Europe,161
1998,Northern Europe,South-eastern Asia,4695
1998,Northern Europe,Central Asia,151
1998,Northern Europe,Southern Africa,56
1998,Caribbean,Eastern Asia,1
1998,Caribbean,Eastern Europe,3
1998,Northern Africa,Northern Africa,167002
1998,Northern Africa,Western Africa,245
1998,Northern Africa,Southern Asia,69
1998,Northern Africa,Eastern Africa,384353
1998,Northern Africa,Middle Africa,4752
1998,Northern Africa,Western Asia,8362
1998,Southern Europe,Middle Africa,745
1998,Southern Europe,Eastern Africa,1620
1998,Southern Europe,Eastern Europe,481
1998,Southern Europe,South America,340
1998,Southern Europe,Eastern Asia,27
1998,Southern Europe,Western Africa,293
1998,Southern Europe,Caribbean,703
1998,Southern Europe,Northern Africa,1002
1998,Southern Europe,Central America,3
1998,Southern Europe,Central Asia,10
1998,Southern Europe,South-eastern Asia,127
1998,Eastern Africa,Eastern Europe,2
1998,Eastern Africa,Southern Asia,33
1998,Eastern Africa,Southern Africa,3
1998,Middle Africa,South-eastern Asia,4
1998,Western Asia,Eastern Europe,37
1998,Western Africa,Eastern Europe,2
1998,Central America,Middle Africa,14
1998,Central America,Eastern Asia,7
1998,Central America,Western Africa,39
1998,Central America,South America,716
1998,Central America,Northern Africa,3
1998,Eastern Asia,Western Africa,1
1998,South-eastern Asia,Southern Asia,398
1998,South-eastern Asia,Middle Africa,13
1998,South-eastern Asia,Northern Africa,9
1998,South-eastern Asia,Eastern Africa,160
1998,South-eastern Asia,Western Asia,122
1998,South-eastern Asia,South-eastern Asia,203497
1998,Southern Asia,Western Asia,531644
1998,Southern Asia,Northern Africa,110
1998,Southern Asia,Southern Europe,2
1998,Western Asia,Middle Africa,6
1998,Southern Europe,Melanesia,2
1998,Southern Europe,Southern Africa,1
1998,Eastern Asia,Eastern Asia,1
1998,Central Asia,Southern Asia,8468
1998,Central Asia,Western Asia,50
1998,Central Asia,Eastern Asia,23
1998,Central Asia,Eastern Europe,539
1998,Central Asia,Eastern Africa,5
1998,Central Asia,Western Africa,4
1998,Central Asia,Central Asia,33139
1998,South-eastern Asia,Eastern Asia,66
1998,Northern Africa,Southern Europe,68
1998,Central America,Southern Asia,27
1998,Central America,Western Asia,23
1998,Central America,Eastern Africa,4
1998,Central America,Southern Europe,9
1998,Central America,Eastern Europe,17
1998,Eastern Africa,Caribbean,6
1998,South-eastern Asia,Southern Europe,7
1998,South-eastern Asia,Western Africa,4
1998,Southern Africa,South-eastern Asia,4
1998,Western Africa,Southern Africa,9
1998,Western Europe,Melanesia,40
1998,Western Europe,Polynesia,3
1998,Central America,South-eastern Asia,4
1998,Melanesia,South-eastern Asia,8198
1998,Eastern Europe,Central Asia,69512
1998,Eastern Europe,Northern Europe,1280
1998,Eastern Africa,Western Europe,1
1998,Melanesia,Melanesia,210
1998,Northern Europe,Northern America,18
1998,Northern Europe,Western Europe,8
1998,Southern Africa,Southern Asia,14
1998,Southern Africa,Eastern Europe,4
1998,Middle Africa,Southern Asia,5
1998,Northern Africa,Eastern Europe,6
1998,Western Asia,Eastern Asia,1
1998,Northern America,Australia and New Zealand,1
1998,Western Asia,South-eastern Asia,19
1998,Eastern Africa,Southern Europe,79
1999,Middle Africa,Eastern Africa,64902
